id,object,url,data_updated_at,created_at,subject_id,subject_type,meaning_correct,meaning_incorrect,meaning_max_streak,meaning_current_streak,reading_correct,reading_incorrect,reading_max_streak,reading_current_streak,percentage_correct,hidden
350091083,review_statistic,https://api.wanikani.com/v2/review_statistics/350091083,2024-08-16T04:39:10.520207Z,2024-02-23T02:56:36.577715Z,2686,vocabulary,8,0,8,8,8,0,8,8,100,False
350091088,review_statistic,https://api.wanikani.com/v2/review_statistics/350091088,2024-08-17T05:30:07.593422Z,2024-02-23T02:56:38.100069Z,2687,vocabulary,8,0,8,8,8,0,8,8,100,False
350091095,review_statistic,https://api.wanikani.com/v2/review_statistics/350091095,2024-08-17T05:01:52.813312Z,2024-02-23T02:56:40.085828Z,2685,vocabulary,8,0,8,8,8,0,8,8,100,False
350091100,review_statistic,https://api.wanikani.com/v2/review_statistics/350091100,2024-08-19T01:43:33.340150Z,2024-02-23T02:56:42.054906Z,2684,vocabulary,10,0,10,10,10,1,9,9,95,False
350094153,review_statistic,https://api.wanikani.com/v2/review_statistics/350094153,2024-08-18T02:02:25.824057Z,2024-02-23T03:30:36.563329Z,2693,vocabulary,10,0,10,10,10,1,9,9,95,False
350094161,review_statistic,https://api.wanikani.com/v2/review_statistics/350094161,2025-02-01T09:13:13.962872Z,2024-02-23T03:30:45.714443Z,2691,vocabulary,14,1,10,4,14,2,12,12,90,False
350094167,review_statistic,https://api.wanikani.com/v2/review_statistics/350094167,2024-08-27T15:19:58.477755Z,2024-02-23T03:30:50.304049Z,2690,vocabulary,11,0,11,11,11,1,7,7,96,False
350094168,review_statistic,https://api.wanikani.com/v2/review_statistics/350094168,2024-08-17T10:00:02.755097Z,2024-02-23T03:30:52.043783Z,2694,vocabulary,8,0,8,8,8,0,8,8,100,False
350094177,review_statistic,https://api.wanikani.com/v2/review_statistics/350094177,2024-08-19T01:40:45.767969Z,2024-02-23T03:30:58.849140Z,2695,vocabulary,10,0,10,10,10,1,9,9,95,False
350146364,review_statistic,https://api.wanikani.com/v2/review_statistics/350146364,2025-02-12T17:24:15.435444Z,2024-02-23T13:13:08.381774Z,2706,vocabulary,16,1,12,4,16,2,10,10,91,False
350146371,review_statistic,https://api.wanikani.com/v2/review_statistics/350146371,2024-08-18T02:02:22.098145Z,2024-02-23T13:13:11.168409Z,2713,vocabulary,8,0,8,8,8,0,8,8,100,False
350146389,review_statistic,https://api.wanikani.com/v2/review_statistics/350146389,2025-01-15T23:00:46.746771Z,2024-02-23T13:13:21.083696Z,2708,vocabulary,21,3,8,8,21,3,10,10,88,False
350146399,review_statistic,https://api.wanikani.com/v2/review_statistics/350146399,2024-08-19T04:32:43.433265Z,2024-02-23T13:13:24.574631Z,2707,vocabulary,9,0,9,9,9,1,9,9,95,False
350146419,review_statistic,https://api.wanikani.com/v2/review_statistics/350146419,2024-08-19T01:38:58.223439Z,2024-02-23T13:13:34.538954Z,2709,vocabulary,10,0,10,10,10,2,9,9,91,False
350146430,review_statistic,https://api.wanikani.com/v2/review_statistics/350146430,2024-08-18T01:37:55.918773Z,2024-02-23T13:13:43.285281Z,2712,vocabulary,8,0,8,8,8,0,8,8,100,False
350151917,review_statistic,https://api.wanikani.com/v2/review_statistics/350151917,2024-12-20T05:59:36.022854Z,2024-02-23T13:58:16.933456Z,515,kanji,15,0,15,15,15,4,7,7,88,False
350151952,review_statistic,https://api.wanikani.com/v2/review_statistics/350151952,2025-03-24T16:58:41.373458Z,2024-02-23T13:58:31.994807Z,103,radical,13,3,7,3,13,0,13,13,90,False
350151976,review_statistic,https://api.wanikani.com/v2/review_statistics/350151976,2024-08-19T06:13:23.785763Z,2024-02-23T13:58:39.859965Z,2678,vocabulary,8,0,8,8,8,0,8,8,100,False
350151997,review_statistic,https://api.wanikani.com/v2/review_statistics/350151997,2024-10-12T05:26:20.627552Z,2024-02-23T13:58:49.583928Z,2703,vocabulary,11,0,11,11,11,1,6,5,96,False
350152004,review_statistic,https://api.wanikani.com/v2/review_statistics/350152004,2025-03-30T07:02:13.601562Z,2024-02-23T13:58:54.103497Z,539,kanji,15,0,15,15,15,4,7,4,88,False
350152265,review_statistic,https://api.wanikani.com/v2/review_statistics/350152265,2025-03-21T21:58:32.181498Z,2024-02-23T14:01:34.241548Z,104,radical,8,0,8,8,8,0,8,8,100,False
350152278,review_statistic,https://api.wanikani.com/v2/review_statistics/350152278,2024-08-18T04:34:54.253497Z,2024-02-23T14:01:42.785498Z,2704,vocabulary,8,0,8,8,8,0,8,8,100,False
350152301,review_statistic,https://api.wanikani.com/v2/review_statistics/350152301,2024-12-20T05:32:38.535763Z,2024-02-23T14:01:54.247811Z,565,kanji,8,0,8,8,8,0,8,8,100,False
350152308,review_statistic,https://api.wanikani.com/v2/review_statistics/350152308,2024-09-16T22:14:19.459019Z,2024-02-23T14:01:58.291451Z,2705,vocabulary,8,0,8,8,8,0,8,8,100,False
350152364,review_statistic,https://api.wanikani.com/v2/review_statistics/350152364,2024-08-18T02:03:11.888332Z,2024-02-23T14:02:39.236515Z,7520,vocabulary,8,0,8,8,8,0,8,8,100,False
350153696,review_statistic,https://api.wanikani.com/v2/review_statistics/350153696,2024-08-19T01:40:47.864045Z,2024-02-23T14:14:11.294671Z,2585,vocabulary,9,0,9,9,9,1,9,9,95,False
350153702,review_statistic,https://api.wanikani.com/v2/review_statistics/350153702,2024-08-19T04:32:50.620616Z,2024-02-23T14:14:13.092354Z,2736,vocabulary,8,0,8,8,8,0,8,8,100,False
350153707,review_statistic,https://api.wanikani.com/v2/review_statistics/350153707,2024-08-18T04:36:08.859356Z,2024-02-23T14:14:14.815408Z,3413,vocabulary,8,0,8,8,8,0,8,8,100,False
350153710,review_statistic,https://api.wanikani.com/v2/review_statistics/350153710,2024-09-11T02:21:14.535053Z,2024-02-23T14:14:16.212827Z,2725,vocabulary,11,0,11,11,11,1,6,6,96,False
350153716,review_statistic,https://api.wanikani.com/v2/review_statistics/350153716,2024-08-19T01:39:48.371534Z,2024-02-23T14:14:18.520872Z,5631,vocabulary,10,0,10,10,10,2,9,9,91,False
350153934,review_statistic,https://api.wanikani.com/v2/review_statistics/350153934,2024-12-12T04:31:21.622863Z,2024-02-23T14:15:58.741372Z,2715,vocabulary,20,2,9,9,20,6,9,9,83,False
350154054,review_statistic,https://api.wanikani.com/v2/review_statistics/350154054,2024-09-07T06:43:51.769412Z,2024-02-23T14:17:00.368729Z,2714,vocabulary,14,2,7,7,14,0,14,14,93,False
350154735,review_statistic,https://api.wanikani.com/v2/review_statistics/350154735,2024-08-19T03:19:20.154109Z,2024-02-23T14:24:25.713800Z,2727,vocabulary,11,0,11,11,11,2,8,8,92,False
350154748,review_statistic,https://api.wanikani.com/v2/review_statistics/350154748,2024-09-09T08:52:23.297625Z,2024-02-23T14:24:36.383898Z,2728,vocabulary,14,1,7,7,14,1,10,10,93,False
350155305,review_statistic,https://api.wanikani.com/v2/review_statistics/350155305,2025-01-31T09:12:06.992063Z,2024-02-23T14:30:06.795699Z,2739,vocabulary,11,1,7,4,11,0,11,11,96,False
350155328,review_statistic,https://api.wanikani.com/v2/review_statistics/350155328,2024-08-18T01:41:15.921225Z,2024-02-23T14:30:17.000242Z,8694,vocabulary,8,0,8,8,8,0,8,8,100,False
350155555,review_statistic,https://api.wanikani.com/v2/review_statistics/350155555,2024-08-19T01:39:20.626910Z,2024-02-23T14:32:29.003409Z,2738,vocabulary,10,0,10,10,10,2,9,9,91,False
350155615,review_statistic,https://api.wanikani.com/v2/review_statistics/350155615,2024-08-19T01:40:38.158820Z,2024-02-23T14:33:04.261426Z,5632,vocabulary,10,0,10,10,10,1,9,9,95,False
350155622,review_statistic,https://api.wanikani.com/v2/review_statistics/350155622,2025-03-28T01:14:06.998817Z,2024-02-23T14:33:09.297559Z,2710,vocabulary,14,1,8,8,14,2,10,4,90,False
350247191,review_statistic,https://api.wanikani.com/v2/review_statistics/350247191,2025-03-24T17:00:20.415367Z,2024-02-24T06:57:00.084660Z,106,radical,8,0,8,8,8,0,8,8,100,False
350247197,review_statistic,https://api.wanikani.com/v2/review_statistics/350247197,2024-08-19T01:41:17.032340Z,2024-02-24T06:57:02.432136Z,105,radical,8,0,8,8,8,0,8,8,100,False
350247201,review_statistic,https://api.wanikani.com/v2/review_statistics/350247201,2025-03-21T22:15:52.433232Z,2024-02-24T06:57:05.608333Z,108,radical,8,0,8,8,8,0,8,8,100,False
350247207,review_statistic,https://api.wanikani.com/v2/review_statistics/350247207,2025-03-24T16:56:35.622937Z,2024-02-24T06:57:07.486138Z,109,radical,8,0,8,8,8,0,8,8,100,False
350247208,review_statistic,https://api.wanikani.com/v2/review_statistics/350247208,2024-08-21T07:48:14.979786Z,2024-02-24T06:57:09.436146Z,110,radical,10,1,7,7,10,0,10,10,95,False
350247372,review_statistic,https://api.wanikani.com/v2/review_statistics/350247372,2024-08-19T01:38:13.472636Z,2024-02-24T06:59:03.139123Z,111,radical,8,0,8,8,8,0,8,8,100,False
350247374,review_statistic,https://api.wanikani.com/v2/review_statistics/350247374,2025-03-24T17:08:17.386629Z,2024-02-24T06:59:04.725734Z,112,radical,8,0,8,8,8,0,8,8,100,False
350247378,review_statistic,https://api.wanikani.com/v2/review_statistics/350247378,2025-03-21T22:08:26.747788Z,2024-02-24T06:59:06.410305Z,113,radical,8,0,8,8,8,0,8,8,100,False
350247384,review_statistic,https://api.wanikani.com/v2/review_statistics/350247384,2025-03-21T22:18:24.943868Z,2024-02-24T06:59:08.399409Z,115,radical,8,0,8,8,8,0,8,8,100,False
350247388,review_statistic,https://api.wanikani.com/v2/review_statistics/350247388,2025-03-24T16:54:16.883288Z,2024-02-24T06:59:10.775034Z,114,radical,8,0,8,8,8,0,8,8,100,False
350356095,review_statistic,https://api.wanikani.com/v2/review_statistics/350356095,2024-08-19T12:01:39.700054Z,2024-02-25T02:10:01.504105Z,2697,vocabulary,9,0,9,9,9,1,9,9,95,False
350356104,review_statistic,https://api.wanikani.com/v2/review_statistics/350356104,2024-08-23T13:33:12.096936Z,2024-02-25T02:10:08.268590Z,2701,vocabulary,12,2,7,7,12,1,12,12,89,False
350356114,review_statistic,https://api.wanikani.com/v2/review_statistics/350356114,2025-01-03T07:43:40.022033Z,2024-02-25T02:10:13.683458Z,2696,vocabulary,21,2,13,13,21,3,9,5,89,False
350356117,review_statistic,https://api.wanikani.com/v2/review_statistics/350356117,2024-12-20T04:55:42.670605Z,2024-02-25T02:10:17.537347Z,2702,vocabulary,8,0,8,8,8,0,8,8,100,False
350356118,review_statistic,https://api.wanikani.com/v2/review_statistics/350356118,2024-08-24T14:36:56.052204Z,2024-02-25T02:10:19.394031Z,2699,vocabulary,14,3,8,8,14,0,14,14,90,False
350356191,review_statistic,https://api.wanikani.com/v2/review_statistics/350356191,2025-03-24T16:52:39.805372Z,2024-02-25T02:11:07.419087Z,117,radical,11,1,6,6,11,0,11,11,96,False
350356192,review_statistic,https://api.wanikani.com/v2/review_statistics/350356192,2024-08-19T01:43:17.651706Z,2024-02-25T02:11:09.084895Z,119,radical,8,0,8,8,8,0,8,8,100,False
350356193,review_statistic,https://api.wanikani.com/v2/review_statistics/350356193,2025-03-21T22:01:35.489785Z,2024-02-25T02:11:10.324057Z,118,radical,8,0,8,8,8,0,8,8,100,False
350356199,review_statistic,https://api.wanikani.com/v2/review_statistics/350356199,2025-03-24T16:47:35.560826Z,2024-02-25T02:11:13.576442Z,121,radical,14,3,7,6,14,0,14,14,90,False
350356202,review_statistic,https://api.wanikani.com/v2/review_statistics/350356202,2024-08-19T03:18:58.327750Z,2024-02-25T02:11:15.915670Z,120,radical,8,0,8,8,8,0,8,8,100,False
350356273,review_statistic,https://api.wanikani.com/v2/review_statistics/350356273,2025-03-30T07:01:33.430647Z,2024-02-25T02:12:06.912863Z,122,radical,14,2,6,4,14,0,14,14,93,False
350356279,review_statistic,https://api.wanikani.com/v2/review_statistics/350356279,2025-03-24T17:06:43.517612Z,2024-02-25T02:12:10.309925Z,125,radical,15,3,8,6,15,0,15,15,91,False
350356284,review_statistic,https://api.wanikani.com/v2/review_statistics/350356284,2025-02-01T10:23:02.046347Z,2024-02-25T02:12:11.874752Z,124,radical,11,1,7,4,11,0,11,11,96,False
350356287,review_statistic,https://api.wanikani.com/v2/review_statistics/350356287,2024-08-19T01:41:23.461211Z,2024-02-25T02:12:13.785139Z,155,radical,8,0,8,8,8,0,8,8,100,False
350356296,review_statistic,https://api.wanikani.com/v2/review_statistics/350356296,2025-03-21T22:06:22.289337Z,2024-02-25T02:12:16.324681Z,171,radical,9,1,9,9,9,0,9,9,95,False
350356322,review_statistic,https://api.wanikani.com/v2/review_statistics/350356322,2024-08-19T04:32:47.973366Z,2024-02-25T02:12:35.028706Z,213,radical,8,0,8,8,8,0,8,8,100,False
350356325,review_statistic,https://api.wanikani.com/v2/review_statistics/350356325,2025-03-24T17:03:19.159840Z,2024-02-25T02:12:37.525945Z,8769,radical,8,0,8,8,8,0,8,8,100,False
350356327,review_statistic,https://api.wanikani.com/v2/review_statistics/350356327,2025-03-21T22:05:11.047267Z,2024-02-25T02:12:39.009617Z,8770,radical,8,0,8,8,8,0,8,8,100,False
350367245,review_statistic,https://api.wanikani.com/v2/review_statistics/350367245,2024-08-19T01:43:35.848613Z,2024-02-25T04:27:15.440155Z,570,kanji,8,0,8,8,8,0,8,8,100,False
350367255,review_statistic,https://api.wanikani.com/v2/review_statistics/350367255,2024-09-12T13:49:23.918183Z,2024-02-25T04:27:27.355655Z,569,kanji,11,0,11,11,11,1,6,6,96,False
350367257,review_statistic,https://api.wanikani.com/v2/review_statistics/350367257,2024-08-21T07:46:53.080502Z,2024-02-25T04:27:30.178637Z,530,kanji,12,1,8,8,12,1,11,11,92,False
350367261,review_statistic,https://api.wanikani.com/v2/review_statistics/350367261,2025-02-04T08:45:00.554413Z,2024-02-25T04:27:35.219832Z,574,kanji,14,0,14,14,14,3,7,4,90,False
350380845,review_statistic,https://api.wanikani.com/v2/review_statistics/350380845,2024-08-19T12:04:39.275101Z,2024-02-25T07:24:22.625884Z,572,kanji,9,0,9,9,9,1,9,9,95,False
350380846,review_statistic,https://api.wanikani.com/v2/review_statistics/350380846,2025-04-01T10:23:54.882245Z,2024-02-25T07:24:24.291118Z,567,kanji,9,0,9,9,9,1,9,9,95,False
350380853,review_statistic,https://api.wanikani.com/v2/review_statistics/350380853,2025-02-02T20:28:49.659981Z,2024-02-25T07:24:29.518863Z,585,kanji,11,1,7,4,11,0,11,11,96,False
350380855,review_statistic,https://api.wanikani.com/v2/review_statistics/350380855,2025-01-31T09:19:18.172180Z,2024-02-25T07:24:31.112505Z,583,kanji,11,0,11,11,11,1,7,4,96,False
350517310,review_statistic,https://api.wanikani.com/v2/review_statistics/350517310,2024-08-19T12:05:50.176864Z,2024-02-26T05:12:35.678658Z,590,kanji,8,0,8,8,8,0,8,8,100,False
350517329,review_statistic,https://api.wanikani.com/v2/review_statistics/350517329,2024-08-21T07:48:23.985595Z,2024-02-26T05:12:44.930550Z,591,kanji,11,0,11,11,11,2,8,8,92,False
350517345,review_statistic,https://api.wanikani.com/v2/review_statistics/350517345,2024-08-19T12:02:50.492778Z,2024-02-26T05:12:55.789559Z,592,kanji,8,0,8,8,8,0,8,8,100,False
350517351,review_statistic,https://api.wanikani.com/v2/review_statistics/350517351,2025-03-30T07:02:44.870251Z,2024-02-26T05:12:58.001525Z,586,kanji,14,0,14,14,14,2,7,5,93,False
350517362,review_statistic,https://api.wanikani.com/v2/review_statistics/350517362,2024-08-21T09:58:29.061946Z,2024-02-26T05:13:03.348096Z,588,kanji,10,0,10,10,10,1,9,9,95,False
350517782,review_statistic,https://api.wanikani.com/v2/review_statistics/350517782,2024-11-05T12:37:29.646534Z,2024-02-26T05:17:48.633590Z,598,kanji,14,1,9,5,14,1,9,9,93,False
350517802,review_statistic,https://api.wanikani.com/v2/review_statistics/350517802,2025-02-12T03:30:46.161506Z,2024-02-26T05:18:00.151747Z,606,kanji,9,0,9,9,9,0,9,9,100,False
350517806,review_statistic,https://api.wanikani.com/v2/review_statistics/350517806,2024-08-19T03:19:27.335151Z,2024-02-26T05:18:01.982845Z,600,kanji,8,0,8,8,8,0,8,8,100,False
350517848,review_statistic,https://api.wanikani.com/v2/review_statistics/350517848,2024-08-19T01:43:11.543962Z,2024-02-26T05:18:27.866019Z,605,kanji,8,0,8,8,8,0,8,8,100,False
350517855,review_statistic,https://api.wanikani.com/v2/review_statistics/350517855,2024-08-19T12:01:49.772821Z,2024-02-26T05:18:30.308395Z,594,kanji,8,0,8,8,8,0,8,8,100,False
350517861,review_statistic,https://api.wanikani.com/v2/review_statistics/350517861,2024-11-27T08:13:59.445100Z,2024-02-26T05:18:34.597513Z,601,kanji,20,4,6,6,20,0,20,20,91,False
350790833,review_statistic,https://api.wanikani.com/v2/review_statistics/350790833,2024-08-21T07:47:27.249709Z,2024-02-27T22:29:11.565390Z,9192,kana_vocabulary,8,0,8,8,8,0,8,8,100,False
350790838,review_statistic,https://api.wanikani.com/v2/review_statistics/350790838,2024-08-21T06:28:38.862062Z,2024-02-27T22:29:14.387170Z,2716,vocabulary,8,0,8,8,8,0,8,8,100,False
350790847,review_statistic,https://api.wanikani.com/v2/review_statistics/350790847,2024-12-20T05:32:37.234536Z,2024-02-27T22:29:16.613758Z,2723,vocabulary,15,1,8,7,15,2,10,10,91,False
350790856,review_statistic,https://api.wanikani.com/v2/review_statistics/350790856,2025-02-13T03:27:38.713824Z,2024-02-27T22:29:22.228208Z,9194,kana_vocabulary,14,2,6,4,14,0,14,14,93,False
350790870,review_statistic,https://api.wanikani.com/v2/review_statistics/350790870,2024-08-21T06:25:07.795017Z,2024-02-27T22:29:26.448631Z,9193,kana_vocabulary,8,0,8,8,8,0,8,8,100,False
350791280,review_statistic,https://api.wanikani.com/v2/review_statistics/350791280,2024-10-22T08:37:23.459459Z,2024-02-27T22:33:44.064611Z,9195,kana_vocabulary,8,0,8,8,8,0,8,8,100,False
350791286,review_statistic,https://api.wanikani.com/v2/review_statistics/350791286,2024-08-21T09:57:04.654455Z,2024-02-27T22:33:46.330871Z,9196,kana_vocabulary,8,0,8,8,8,0,8,8,100,False
350791306,review_statistic,https://api.wanikani.com/v2/review_statistics/350791306,2024-08-23T05:14:48.365391Z,2024-02-27T22:33:53.717991Z,9197,kana_vocabulary,8,0,8,8,8,0,8,8,100,False
350791315,review_statistic,https://api.wanikani.com/v2/review_statistics/350791315,2024-12-23T01:15:12.265849Z,2024-02-27T22:33:56.445091Z,576,kanji,21,6,7,7,21,5,8,8,79,False
350791339,review_statistic,https://api.wanikani.com/v2/review_statistics/350791339,2024-10-27T03:20:21.917847Z,2024-02-27T22:34:07.138082Z,9238,vocabulary,14,0,14,14,14,2,5,5,93,False
350806477,review_statistic,https://api.wanikani.com/v2/review_statistics/350806477,2025-02-16T08:12:49.042610Z,2024-02-28T00:33:34.800343Z,9088,vocabulary,19,4,6,5,19,0,19,19,90,False
350806566,review_statistic,https://api.wanikani.com/v2/review_statistics/350806566,2025-03-10T03:02:43.147453Z,2024-02-28T00:34:44.810791Z,2698,vocabulary,30,9,6,4,30,0,30,30,87,False
350806586,review_statistic,https://api.wanikani.com/v2/review_statistics/350806586,2025-01-10T10:40:25.333150Z,2024-02-28T00:34:56.577914Z,2613,vocabulary,19,4,9,9,19,3,10,5,84,False
350806595,review_statistic,https://api.wanikani.com/v2/review_statistics/350806595,2025-03-27T21:14:55.285037Z,2024-02-28T00:34:59.422809Z,2556,vocabulary,47,14,5,3,47,2,25,25,85,False
350806607,review_statistic,https://api.wanikani.com/v2/review_statistics/350806607,2024-08-21T09:56:57.447199Z,2024-02-28T00:35:06.587596Z,2587,vocabulary,8,0,8,8,8,0,8,8,100,False
350807786,review_statistic,https://api.wanikani.com/v2/review_statistics/350807786,2024-12-08T23:50:08.502198Z,2024-02-28T00:47:43.198277Z,2491,vocabulary,8,0,8,8,8,0,8,8,100,False
350807789,review_statistic,https://api.wanikani.com/v2/review_statistics/350807789,2024-12-20T03:23:55.308479Z,2024-02-28T00:47:46.143672Z,2481,vocabulary,11,1,6,5,11,0,11,11,96,False
350807793,review_statistic,https://api.wanikani.com/v2/review_statistics/350807793,2024-11-27T02:08:06.574330Z,2024-02-28T00:47:48.936702Z,2598,vocabulary,21,6,6,6,21,0,21,21,88,False
350807822,review_statistic,https://api.wanikani.com/v2/review_statistics/350807822,2025-01-01T00:34:21.976274Z,2024-02-28T00:48:00.564093Z,2740,vocabulary,20,2,9,9,20,3,13,5,89,False
350807827,review_statistic,https://api.wanikani.com/v2/review_statistics/350807827,2025-03-04T16:18:38.918545Z,2024-02-28T00:48:03.085733Z,2494,vocabulary,15,3,10,10,15,2,6,4,86,False
351000582,review_statistic,https://api.wanikani.com/v2/review_statistics/351000582,2024-10-10T08:11:08.071188Z,2024-02-29T07:26:32.551101Z,566,kanji,15,0,15,15,15,5,7,7,86,False
351000590,review_statistic,https://api.wanikani.com/v2/review_statistics/351000590,2025-02-28T23:25:47.021792Z,2024-02-29T07:26:38.478452Z,2577,vocabulary,14,2,7,6,14,0,14,14,93,False
351000595,review_statistic,https://api.wanikani.com/v2/review_statistics/351000595,2025-01-17T19:37:36.712828Z,2024-02-29T07:26:42.206007Z,2735,vocabulary,18,1,10,10,18,5,7,3,86,False
351000605,review_statistic,https://api.wanikani.com/v2/review_statistics/351000605,2024-09-03T14:29:42.087126Z,2024-02-29T07:26:46.562866Z,568,kanji,11,0,11,11,11,1,7,7,96,False
351000615,review_statistic,https://api.wanikani.com/v2/review_statistics/351000615,2024-12-20T04:27:02.531354Z,2024-02-29T07:26:50.565283Z,571,kanji,9,0,9,9,9,1,9,9,95,False
351104017,review_statistic,https://api.wanikani.com/v2/review_statistics/351104017,2025-02-05T19:16:38.601532Z,2024-02-29T23:58:14.349585Z,577,kanji,10,0,10,10,10,1,7,7,95,False
351104020,review_statistic,https://api.wanikani.com/v2/review_statistics/351104020,2025-02-05T10:04:04.603536Z,2024-02-29T23:58:15.583796Z,578,kanji,9,0,9,9,9,1,9,9,95,False
351104022,review_statistic,https://api.wanikani.com/v2/review_statistics/351104022,2025-02-05T09:50:08.073791Z,2024-02-29T23:58:17.125539Z,575,kanji,8,0,8,8,8,0,8,8,100,False
351104030,review_statistic,https://api.wanikani.com/v2/review_statistics/351104030,2025-02-05T10:06:32.346430Z,2024-02-29T23:58:21.294234Z,581,kanji,11,0,11,11,11,1,6,6,96,False
351104044,review_statistic,https://api.wanikani.com/v2/review_statistics/351104044,2024-12-20T06:03:16.992011Z,2024-02-29T23:58:25.324770Z,580,kanji,8,0,8,8,8,0,8,8,100,False
351104323,review_statistic,https://api.wanikani.com/v2/review_statistics/351104323,2024-08-24T03:29:04.893420Z,2024-03-01T00:00:52.936038Z,602,kanji,8,0,8,8,8,0,8,8,100,False
351104330,review_statistic,https://api.wanikani.com/v2/review_statistics/351104330,2025-02-24T05:38:44.789843Z,2024-03-01T00:00:58.430126Z,597,kanji,16,1,12,4,16,2,10,10,91,False
351104338,review_statistic,https://api.wanikani.com/v2/review_statistics/351104338,2025-03-15T18:54:44.919318Z,2024-03-01T00:01:02.585231Z,593,kanji,17,2,9,9,17,3,8,6,87,False
351104352,review_statistic,https://api.wanikani.com/v2/review_statistics/351104352,2024-08-24T01:31:49.601985Z,2024-03-01T00:01:08.851534Z,603,kanji,8,0,8,8,8,0,8,8,100,False
351104355,review_statistic,https://api.wanikani.com/v2/review_statistics/351104355,2024-08-24T01:28:58.147825Z,2024-03-01T00:01:10.008831Z,8884,kanji,9,0,9,9,9,1,9,9,95,False
351368493,review_statistic,https://api.wanikani.com/v2/review_statistics/351368493,2025-03-31T06:07:33.663469Z,2024-03-02T23:31:53.440743Z,584,kanji,17,1,10,7,17,0,17,17,97,False
351368495,review_statistic,https://api.wanikani.com/v2/review_statistics/351368495,2024-08-28T00:19:32.901650Z,2024-03-02T23:31:56.745386Z,582,kanji,8,0,8,8,8,0,8,8,100,False
351368523,review_statistic,https://api.wanikani.com/v2/review_statistics/351368523,2025-02-26T09:23:13.189289Z,2024-03-02T23:32:17.557112Z,595,kanji,25,0,25,25,25,7,8,5,88,False
351368529,review_statistic,https://api.wanikani.com/v2/review_statistics/351368529,2024-08-31T11:11:25.257810Z,2024-03-02T23:32:25.762908Z,579,kanji,12,1,7,7,12,1,10,10,92,False
351368535,review_statistic,https://api.wanikani.com/v2/review_statistics/351368535,2024-10-16T10:09:48.992351Z,2024-03-02T23:32:32.596098Z,589,kanji,14,0,14,14,14,2,6,6,93,False
351368660,review_statistic,https://api.wanikani.com/v2/review_statistics/351368660,2024-08-29T09:32:25.851642Z,2024-03-02T23:33:36.746233Z,596,kanji,8,0,8,8,8,0,8,8,100,False
351368669,review_statistic,https://api.wanikani.com/v2/review_statistics/351368669,2024-08-27T00:14:14.456727Z,2024-03-02T23:33:40.725390Z,599,kanji,8,0,8,8,8,0,8,8,100,False
351368673,review_statistic,https://api.wanikani.com/v2/review_statistics/351368673,2024-08-28T04:24:15.329266Z,2024-03-02T23:33:42.454399Z,604,kanji,8,0,8,8,8,0,8,8,100,False
351369090,review_statistic,https://api.wanikani.com/v2/review_statistics/351369090,2024-08-30T00:27:56.883936Z,2024-03-02T23:37:45.656040Z,2745,vocabulary,8,0,8,8,8,0,8,8,100,False
351369285,review_statistic,https://api.wanikani.com/v2/review_statistics/351369285,2024-08-28T03:44:31.483192Z,2024-03-02T23:39:36.600357Z,2749,vocabulary,8,0,8,8,8,0,8,8,100,False
351369287,review_statistic,https://api.wanikani.com/v2/review_statistics/351369287,2025-02-13T03:26:54.219088Z,2024-03-02T23:39:38.584362Z,2743,vocabulary,13,0,13,13,13,2,8,4,93,False
351369295,review_statistic,https://api.wanikani.com/v2/review_statistics/351369295,2025-03-31T05:50:24.051129Z,2024-03-02T23:39:42.905229Z,9169,vocabulary,17,0,17,17,17,3,6,6,92,False
351369302,review_statistic,https://api.wanikani.com/v2/review_statistics/351369302,2025-02-04T08:44:15.335368Z,2024-03-02T23:39:47.174592Z,2746,vocabulary,19,0,19,19,19,5,6,6,88,False
351369320,review_statistic,https://api.wanikani.com/v2/review_statistics/351369320,2024-08-28T00:19:54.766822Z,2024-03-02T23:39:57.724647Z,2750,vocabulary,8,0,8,8,8,0,8,8,100,False
351369327,review_statistic,https://api.wanikani.com/v2/review_statistics/351369327,2024-10-28T09:25:01.052076Z,2024-03-02T23:40:01.324324Z,2751,vocabulary,15,0,15,15,15,3,7,7,91,False
351369567,review_statistic,https://api.wanikani.com/v2/review_statistics/351369567,2024-10-16T03:52:36.105339Z,2024-03-02T23:42:19.756743Z,8736,vocabulary,18,2,10,10,18,2,10,6,90,False
351369645,review_statistic,https://api.wanikani.com/v2/review_statistics/351369645,2024-08-27T00:14:20.054947Z,2024-03-02T23:43:05.993640Z,9255,vocabulary,8,0,8,8,8,0,8,8,100,False
351501093,review_statistic,https://api.wanikani.com/v2/review_statistics/351501093,2024-08-28T04:24:22.351713Z,2024-03-03T23:24:18.465798Z,2813,vocabulary,8,0,8,8,8,0,8,8,100,False
351501103,review_statistic,https://api.wanikani.com/v2/review_statistics/351501103,2024-08-29T08:39:45.413981Z,2024-03-03T23:24:23.939428Z,2752,vocabulary,9,1,9,9,9,0,9,9,95,False
351501108,review_statistic,https://api.wanikani.com/v2/review_statistics/351501108,2025-02-11T07:15:40.578767Z,2024-03-03T23:24:25.726956Z,2753,vocabulary,11,0,11,11,11,2,7,4,92,False
351501113,review_statistic,https://api.wanikani.com/v2/review_statistics/351501113,2025-02-24T05:37:37.097950Z,2024-03-03T23:24:28.490242Z,2755,vocabulary,25,7,7,7,25,0,25,25,88,False
